Date_1,Description_1,Deposits,Withdrawls,Balance
Dec,Purchase,5,0,1656.19
Jan,Miscellaneous,37.73,0,1693.92
Feb,Purchase,11,0,1704.92
Mar,Miscellaneous,14647.86,0,16352.78
Apr,Interest,0,8176.39,8176.39
May,NEFT,0,4088.2,4088.2
Jun,NEFT,62.8,0,4151
Jul,Purchase,0,415.1,3735.9
Aug,Transfer,399325.8,0,403061.7
Sep,IMPS,114788,0,517849.7
Oct,Miscellaneous,0,517849.7,0
Nov,Interest,385.67,0,385.67
Dec,Commission,0,42.85,342.82
Jan,Cheque,0,342.82,0
Feb,Miscellaneous,468.8,0,468.8
Mar,Debit Card,0,117.2,351.6
Apr,Purchase,288612,0,288963.6
May,IMPS,19231,0,308194.6
Jun,ATM,100285,0,408479.6
Jul,ATM,0,40847.96,367631.64
Aug,IMPS,431,0,368062.64
Sep,RTGS,0,73612.53,294450.11
Oct,NEFT,0,36806.26,257643.85
Nov,Bill,0,42940.64,214703.21
Dec,IMPS,1,0,214704.21
Jan,Tax,0,71568.07,143136.14
Feb,IMPS,563087.25,0,706223.39
Mar,Purchase,1456025,0,2162248.39
Apr,NEFT,241323.6,0,2403571.99
May,Commission,0,801190.66,1602381.33
Jun,Cheque,0,1602381.33,0
Jul,Tax,44.09,0,44.09
Aug,Miscellaneous,2311,0,2355.09
Sep,RTGS,0,235.51,2119.58
Oct,Interest,0,211.96,1907.62
Nov,Cheque,2723.9,0,4631.52
Dec,Tax,0,2315.76,2315.76
Jan,Commission,0,385.96,1929.8
Feb,ATM,1424824.25,0,1426754.05
Mar,NEFT,481882,0,1908636.05
Apr,Cheque,50334.72,0,1958970.77
May,Miscellaneous,0,489742.69,1469228.08
Jun,Miscellaneous,237387.41,0,1706615.49
Jul,Cash,30906.08,0,1737521.57
Aug,Transfer,0,173752.16,1563769.41
Sep,Cash,0,223395.63,1340373.78
Oct,Reversal,0,148930.42,1191443.36
Nov,Interest,214538,0,1405981.36
Dec,Interest,30970,0,1436951.36
Jan,Tax,35.1,0,1436986.46
Feb,Interest,30478,0,1467464.46
Mar,IMPS,53,0,1467517.46
Apr,Reversal,190277.8,0,1657795.26
May,Interest,40570,0,1698365.26
Jun,Purchase,0,169836.53,1528528.73
Jul,RTGS,0,382132.18,1146396.55
Aug,ATM,0,1146396.55,0
Sep,Cash,42,0,42
Oct,NEFT,50983.25,0,51025.25
Nov,Cheque,0,5669.47,45355.78
Dec,Debit Card,0,9071.16,36284.62
Jan,ATM,0,3628.46,32656.16
Feb,Transfer,0,4665.17,27990.99
Mar,ATM,126908,0,154898.99
Apr,Transfer,28644,0,183542.99
May,NEFT,52343.69,0,235886.68
Jun,Commission,0,47177.34,188709.34
Jul,Reversal,0,20967.7,167741.64
Aug,Miscellaneous,424,0,168165.64
Sep,Purchase,361208,0,529373.64
Oct,Transfer,0,66171.71,463201.94
Nov,Transfer,629042,0,1092243.94
Dec,Miscellaneous,813.03,0,1093056.97
Jan,Purchase,0,109305.7,983751.27
Feb,Miscellaneous,0,122968.91,860782.36
Mar,Cash,0,107597.8,753184.56
Apr,Tax,0,753184.56,0
May,Purchase,262222,0,262222
Jun,Miscellaneous,1467.11,0,263689.11
Jul,Transfer,24869,0,288558.11
Aug,Miscellaneous,0,28855.81,259702.3
Sep,Interest,0,32462.79,227239.51
Oct,RTGS,0,37873.25,189366.26
Nov,RTGS,0,18936.63,170429.63
Dec,Transfer,234952.84,0,405382.47
Jan,Purchase,0,81076.49,324305.98
Feb,ATM,0,32430.6,291875.38
Mar,Interest,745374,0,1037249.38
Apr,NEFT,0,259312.35,777937.04
May,Bill,257455.94,0,1035392.98
Jun,Purchase,0,1035392.98,0
Jul,NEFT,31933,0,31933
Aug,Commission,212.6,0,32145.6
Sep,Reversal,31002,0,63147.6
Oct,Cash,0,31573.8,31573.8
Nov,Reversal,0,10524.6,21049.2
Dec,Purchase,48.1,0,21097.3
Jan,NEFT,131861.5,0,152958.8
Feb,Cash,4,0,152962.8
Mar,Cheque,0,21851.83,131110.97
Apr,Debit Card,5.6,0,131116.57
May,Debit Card,0,16389.57,114727
Jun,Bill,0,12747.44,101979.56
Jul,RTGS,0,11331.06,90648.5
Aug,Cash,3931.6,0,94580.1
Sep,Miscellaneous,0,11822.51,82757.59
Oct,Tax,0,27585.86,55171.73
Nov,RTGS,0,6130.19,49041.54
Dec,Purchase,18163,0,67204.54
Jan,Cash,2.19,0,67206.73
Feb,Miscellaneous,0,33603.37,33603.36
Mar,Tax,29480,0,63083.36
Apr,Miscellaneous,0,7009.26,56074.1
May,NEFT,0,5607.41,50466.69
Jun,ATM,247473.2,0,297939.89
Jul,Cash,0,148969.95,148969.94
Aug,Purchase,0.8,0,148970.74
Sep,Interest,0.39,0,148971.13
Oct,Reversal,0,37242.78,111728.35
Nov,Cheque,0,37242.78,74485.57
Dec,IMPS,0,9310.7,65174.87
Jan,Miscellaneous,0,6517.49,58657.38
Feb,Transfer,2,0,58659.38
Mar,Miscellaneous,7,0,58666.38
Apr,Transfer,0,8380.91,50285.47
May,Purchase,488,0,50773.47
Jun,Cheque,21,0,50794.47
Jul,IMPS,0,50794.47,0
Aug,ATM,1984312,0,1984312
Sep,Cheque,0,661437.33,1322874.67
Oct,Cash,1446013.25,0,2768887.92
Nov,Cash,0,307654.21,2461233.71
Dec,ATM,5.6,0,2461239.31
Jan,Purchase,24693.1,0,2485932.41
Feb,Purchase,0,310741.55,2175190.86
Mar,Cash,0,271898.86,1903292
Apr,NEFT,7409,0,1910701
May,Reversal,314,0,1911015
Jun,Transfer,261411.2,0,2172426.2
Jul,Cash,0,1086213.1,1086213.1
Aug,IMPS,2744.85,0,1088957.95
Sep,Bill,216735.81,0,1305693.76
Oct,RTGS,0,145077.08,1160616.68
Nov,Bill,0,116061.67,1044555.01
Dec,RTGS,0,174092.5,870462.51
Jan,Transfer,0,87046.25,783416.26
Feb,Bill,0,261138.75,522277.51
Mar,Commission,0.7,0,522278.21
Apr,ATM,0,522278.21,0
May,Miscellaneous,198298.6,0,198298.6
Jun,IMPS,0,198298.6,0
Jul,NEFT,6,0,6
Aug,ATM,134.9,0,140.9
Sep,ATM,0,28.18,112.72
Oct,IMPS,214511.25,0,214623.97
Nov,Commission,0,107311.99,107311.98
Dec,Bill,0,11923.55,95388.43
Jan,Miscellaneous,378.2,0,95766.63
Feb,Interest,0,10640.74,85125.89
Mar,IMPS,0,42562.95,42562.94
Apr,Commission,54602,0,97164.94
May,RTGS,2684.89,0,99849.83
Jun,RTGS,7.3,0,99857.13
Jul,Bill,1.81,0,99858.94
Aug,Interest,0,11095.44,88763.5
Sep,IMPS,28800,0,117563.5
Oct,Interest,0,29390.88,88172.62
Nov,Bill,0,14695.44,73477.18
Dec,ATM,195883,0,269360.18
Jan,Debit Card,0,67340.05,202020.14
Feb,Bill,57111,0,259131.14
Mar,Miscellaneous,0,86377.05,172754.09
Apr,Reversal,0,24679.16,148074.93
May,Miscellaneous,0,24679.16,123395.78
Jun,RTGS,1744,0,125139.78
Jul,Cash,0,15642.47,109497.31
Aug,IMPS,38.33,0,109535.64
Sep,Interest,0,27383.91,82151.73
Oct,Purchase,0,10268.97,71882.76
Nov,Purchase,0,11980.46,59902.3
Dec,Commission,20458.2,0,80360.5
Jan,Transfer,19.54,0,80380.04
Feb,Cash,0,11482.86,68897.18
Mar,Debit Card,2580.07,0,71477.25
Apr,RTGS,2019041.8,0,2090519.05
May,Debit Card,0,2090519.05,0
Jun,Cash,148144.9,0,148144.9
Jul,Bill,3095.41,0,151240.31
Aug,NEFT,363.24,0,151603.55
Sep,Miscellaneous,0,151603.55,0
Oct,ATM,156137,0,156137
Nov,Bill,153.2,0,156290.2
Dec,Debit Card,0,52096.73,104193.47
Jan,ATM,0,11577.05,92616.42
Feb,Cash,0,10290.71,82325.71
Mar,RTGS,0,13720.95,68604.76
Apr,Purchase,486,0,69090.76
May,IMPS,0,7676.75,61414.01
Jun,Reversal,5403,0,66817.01
Jul,Commission,850.3,0,67667.31
Aug,Cheque,1119.21,0,68786.52
Sep,Cash,0,11464.42,57322.1
Oct,NEFT,0,19107.37,38214.73
Nov,Commission,2075069,0,2113283.73
Dec,Reversal,2734.9,0,2116018.63
Jan,ATM,37173.8,0,2153192.43
Feb,Purchase,0,430638.49,1722553.94
Mar,Reversal,754.12,0,1723308.06
Apr,NEFT,444.6,0,1723752.66
May,NEFT,0,1723752.66,0
Jun,Tax,195,0,195
Jul,NEFT,104734.38,0,104929.38
Aug,Transfer,1799.3,0,106728.68
Sep,Tax,3.6,0,106732.28
Oct,Interest,7.6,0,106739.88
Nov,Cash,0,15248.55,91491.33
Dec,Transfer,0,30497.11,60994.22
Jan,RTGS,1315551.5,0,1376545.72
Feb,Commission,0,344136.43,1032409.29
Mar,ATM,81877,0,1114286.29
Apr,Commission,0,1114286.29,0
May,Debit Card,168955.3,0,168955.3
Jun,Debit Card,0,56318.43,112636.87
Jul,Transfer,0,37545.62,75091.25
Aug,Reversal,0,7509.13,67582.12
Sep,Debit Card,24129.8,0,91711.92
Oct,Miscellaneous,176,0,91887.92
Nov,Commission,2133.44,0,94021.36
Dec,IMPS,0,13431.62,80589.74
Jan,NEFT,1773744.5,0,1854334.24
Feb,Tax,0,927167.12,927167.12
Mar,Interest,2.73,0,927169.85
Apr,RTGS,18158,0,945327.85
May,Purchase,0,472663.93,472663.92
Jun,Tax,0,47266.39,425397.53
Jul,Interest,34.8,0,425432.33
Aug,Cheque,0,70905.39,354526.94
Sep,Cheque,1656.01,0,356182.95
Oct,Purchase,0,39575.88,316607.07
Nov,Commission,29.7,0,316636.77
Dec,Transfer,0,316636.77,0
Jan,ATM,386.4,0,386.4
Feb,Commission,55.35,0,441.75
Mar,Commission,126,0,567.75
Apr,Bill,0,189.25,378.5
May,Bill,0,37.85,340.65
Jun,ATM,1519508.2,0,1519848.85
Jul,Interest,4.68,0,1519853.53
Aug,Purchase,45.6,0,1519899.13
Sep,Miscellaneous,7,0,1519906.13
Oct,Cash,0,759953.07,759953.06
Nov,ATM,19674,0,779627.06
Dec,Reversal,22624.07,0,802251.13
Jan,IMPS,8680.79,0,810931.92
Feb,IMPS,0,162186.38,648745.54
Mar,ATM,0,72082.84,576662.7
Apr,Interest,460.22,0,577122.92
May,Reversal,0,57712.29,519410.63
Jun,Commission,0,519410.63,0
Jul,NEFT,3774.4,0,3774.4
Aug,Miscellaneous,3436,0,7210.4
Sep,Miscellaneous,0,1201.73,6008.67
Oct,Miscellaneous,0,667.63,5341.04
Nov,ATM,0,667.63,4673.41
Dec,IMPS,0,1168.35,3505.06
Jan,Debit Card,1551844,0,1555349.06
Feb,Bill,15216,0,1570565.06
Mar,Purchase,530797,0,2101362.06
Apr,NEFT,0,2101362.06,0
May,IMPS,18379.8,0,18379.8
Jun,Debit Card,373190.25,0,391570.05
Jul,Miscellaneous,224455,0,616025.05
Aug,NEFT,258052.47,0,874077.52
Sep,Cash,100.2,0,874177.72
Oct,Bill,0,87417.77,786759.95
Nov,Reversal,0,87417.77,699342.18
Dec,Cash,243162.84,0,942505.02
Jan,Tax,254.39,0,942759.41
Feb,RTGS,0,117844.93,824914.48
Mar,Miscellaneous,0,412457.24,412457.24
Apr,Commission,0,412457.24,0
May,Cash,2282.78,0,2282.78
Jun,Miscellaneous,49,0,2331.78
Jul,RTGS,0,582.95,1748.84
Aug,NEFT,0,582.95,1165.89
Sep,IMPS,1391754.5,0,1392920.39
Oct,Purchase,0,1392920.39,0
Nov,Miscellaneous,49,0,49
Dec,Purchase,3811.34,0,3860.34
Jan,ATM,0,965.09,2895.26
Feb,Commission,1521781.2,0,1524676.46
Mar,Bill,251,0,1524927.46
Apr,Cheque,0,762463.73,762463.73
May,Cheque,2769,0,765232.73
Jun,Cash,129,0,765361.73
Jul,Reversal,38435.2,0,803796.93
Aug,ATM,0,200949.23,602847.7
Sep,Cheque,0,301423.85,301423.85
Oct,Reversal,183.4,0,301607.25
Nov,Reversal,0,100535.75,201071.5
Dec,Debit Card,29616.64,0,230688.14
Jan,Interest,0,25632.02,205056.12
Feb,Debit Card,19.4,0,205075.52
Mar,Transfer,60.68,0,205136.2
Apr,Commission,169.5,0,205305.7
May,Purchase,280017.5,0,485323.2
Jun,Miscellaneous,3.39,0,485326.59
Jul,ATM,4.71,0,485331.3
Aug,Cheque,0,242665.65,242665.65
Sep,Purchase,0,24266.57,218399.08
Oct,NEFT,5.1,0,218404.18
Nov,Commission,0,218404.18,0
Dec,Bill,32141,0,32141
Jan,RTGS,889575.5,0,921716.5
Feb,Cheque,0,92171.65,829544.85
Mar,Tax,0,207386.21,622158.64
Apr,Commission,0,103693.11,518465.53
May,Reversal,37.8,0,518503.33
Jun,Purchase,0,57611.48,460891.85
Jul,Transfer,0,57611.48,403280.37
Aug,Cheque,3193,0,406473.37
Sep,Reversal,0,67745.56,338727.81
Oct,Bill,0,169363.91,169363.9
Nov,Bill,0,16936.39,152427.51
Dec,RTGS,0,38106.88,114320.63
Jan,IMPS,0,114320.63,0
Feb,Commission,7.6,0,7.6
Mar,Purchase,163,0,170.6
Apr,Transfer,0,34.12,136.48
May,Transfer,0,68.24,68.24
Jun,Debit Card,0,11.37,56.87
Jul,Bill,0,5.69,51.18
Aug,Cash,0,5.69,45.49
Sep,Transfer,0,6.5,38.99
Oct,NEFT,1989366,0,1989404.99
Nov,Interest,0,397881,1591523.99
Dec,Cash,3563.16,0,1595087.15
Jan,RTGS,0,398771.79,1196315.36
Feb,RTGS,32759.4,0,1229074.76
Mar,Bill,4.42,0,1229079.18
Apr,IMPS,286.9,0,1229366.08
May,Miscellaneous,0,122936.61,1106429.47
Jun,Cash,2.23,0,1106431.7
Jul,Transfer,89.4,0,1106521.1
Aug,Bill,0,276630.28,829890.82
Sep,Transfer,473151.5,0,1303042.32
Oct,Tax,0,260608.46,1042433.86
Nov,Bill,92609,0,1135042.86
Dec,Debit Card,0,283760.72,851282.14
Jan,Bill,3260.61,0,854542.75
Feb,Transfer,0,142423.79,712118.96
Mar,Cheque,0,118686.49,593432.47
Apr,Transfer,0,296716.24,296716.24
May,Tax,185.86,0,296902.1
Jun,Cheque,0,296902.1,0
Jul,Transfer,4489,0,4489
Aug,Reversal,67330,0,71819
Sep,Bill,0,17954.75,53864.25
Oct,Reversal,0,6733.03,47131.22
Nov,Transfer,0,47131.22,0
Dec,Cash,928,0,928
Jan,Commission,0,185.6,742.4
Feb,ATM,0,148.48,593.92
Mar,Cash,0,59.39,534.53
Apr,Miscellaneous,167179.1,0,167713.63
May,Miscellaneous,0,16771.36,150942.27
Jun,NEFT,6.9,0,150949.17
Jul,Miscellaneous,0,50316.39,100632.78
Aug,Reversal,0,25158.2,75474.58
Sep,Reversal,16402,0,91876.58
Oct,Transfer,0,18375.32,73501.26
Nov,Interest,0.61,0,73501.87
Dec,Cheque,0,73501.87,0
Jan,Interest,536380.5,0,536380.5
Feb,Tax,0,134095.13,402285.38
Mar,IMPS,0,201142.69,201142.69
Apr,Bill,0,25142.84,175999.85
May,Tax,0,21999.98,153999.87
Jun,Cash,243554.9,0,397554.77
Jul,Transfer,0,397554.77,0
Aug,Cheque,172,0,172
Sep,Cash,121.79,0,293.79
Oct,Interest,58,0,351.79
Nov,Transfer,0,35.18,316.61
Dec,Debit Card,0,31.66,284.95
Jan,IMPS,294,0,578.95
Feb,Commission,0,192.98,385.97
Mar,Bill,23376.36,0,23762.33
Apr,Cheque,0,3960.39,19801.94
May,Bill,27,0,19828.94
Jun,Cash,0,4957.24,14871.7
Jul,Miscellaneous,0,1487.17,13384.53
Aug,ATM,0,2230.76,11153.78
Sep,Cheque,0,1239.31,9914.47
Oct,Commission,0,1101.61,8812.86
Nov,Cheque,29.6,0,8842.46
Dec,RTGS,906,0,9748.46
Jan,NEFT,0,1218.56,8529.9
Feb,Reversal,6.41,0,8536.31
Mar,NEFT,0,853.63,7682.68
Apr,Commission,0,1280.45,6402.23
May,RTGS,0,1280.45,5121.78
Jun,ATM,0,1024.36,4097.42
Jul,Cash,12880,0,16977.42
Aug,Miscellaneous,0,4244.36,12733.06
Sep,Purchase,0,1819.01,10914.05
Oct,Tax,6,0,10920.05
Nov,Purchase,198273.8,0,209193.85
Dec,IMPS,0,104596.93,104596.92
Jan,NEFT,0,14942.42,89654.5
Feb,Cheque,66645.9,0,156300.4
Mar,Bill,550329,0,706629.4
Apr,NEFT,0,176657.35,529972.05
May,Miscellaneous,0,529972.05,0
Jun,Cash,41,0,41
Jul,Purchase,0,5.86,35.14
Aug,Debit Card,5.85,0,40.99
Sep,Bill,7,0,47.99
Oct,Tax,23.12,0,71.11
Nov,Transfer,0,14.22,56.89
Dec,Interest,0,56.89,0
Jan,Transfer,1942208.5,0,1942208.5
Feb,Debit Card,1113304.25,0,3055512.75
Mar,Cheque,7,0,3055519.75
Apr,Cheque,0,3055519.75,0
May,Tax,2075804,0,2075804
Jun,Interest,20.9,0,2075824.9
Jul,IMPS,818.58,0,2076643.48
Aug,Tax,0,259580.44,1817063.04
Sep,Interest,22904,0,1839967.04
Oct,Miscellaneous,133271.8,0,1973238.84
Nov,Purchase,0,493309.71,1479929.13
Dec,Debit Card,0,739964.57,739964.56
Jan,Cheque,438,0,740402.56
Feb,Miscellaneous,467.41,0,740869.97
Mar,IMPS,66619.4,0,807489.37
Apr,Tax,0,403744.69,403744.68
May,ATM,0,40374.47,363370.21
Jun,NEFT,0,36337.02,327033.19
Jul,Cash,1580774,0,1907807.19
Aug,Purchase,1,0,1907808.19
Sep,Bill,0,238476.02,1669332.17
Oct,Cash,275015.25,0,1944347.42
Nov,Debit Card,1445265,0,3389612.42
Dec,Bill,18,0,3389630.42
Jan,Transfer,298.02,0,3389928.44
Feb,Miscellaneous,0,564988.07,2824940.37
Mar,NEFT,3.1,0,2824943.47
Apr,Reversal,178.88,0,2825122.35
May,ATM,1,0,2825123.35
Jun,Cash,2,0,2825125.35
Jul,Debit Card,0,1412562.68,1412562.68
Aug,Interest,0,353140.67,1059422.01
Sep,Bill,5.23,0,1059427.24
Oct,Interest,29.71,0,1059456.95
Nov,NEFT,0,151350.99,908105.96
Dec,Commission,0,129729.42,778376.54
Jan,IMPS,0,97297.07,681079.47
Feb,Bill,390,0,681469.47
Mar,Miscellaneous,0,113578.25,567891.22
Apr,NEFT,19770.51,0,587661.73
May,Cheque,0,97943.62,489718.11
Jun,Cheque,0,61214.76,428503.35
Jul,Purchase,0,214251.68,214251.68
Aug,RTGS,0,21425.17,192826.51
Sep,Cash,0,32137.75,160688.76
Oct,Commission,28.53,0,160717.29
Nov,IMPS,0,32143.46,128573.83
Dec,Transfer,133,0,128706.83
Jan,RTGS,53.25,0,128760.08
Feb,ATM,244023.53,0,372783.61
Mar,Bill,0,41420.4,331363.21
Apr,Transfer,218,0,331581.21
May,NEFT,6.2,0,331587.41
Jun,Cheque,2.5,0,331589.91
Jul,RTGS,3190,0,334779.91
Aug,Commission,0,167389.96,167389.95
Sep,NEFT,105043.31,0,272433.26
Oct,Reversal,9154.5,0,281587.76
Nov,Debit Card,4035.4,0,285623.16
Dec,Transfer,34.3,0,285657.46
Jan,Miscellaneous,60,0,285717.46
Feb,Interest,0,40816.78,244900.68
Mar,Tax,0,48980.14,195920.54
Apr,Tax,0,39184.11,156736.43
May,Debit Card,11341.8,0,168078.23
Jun,Debit Card,5.35,0,168083.58
Jul,ATM,0,18675.95,149407.63
Aug,Debit Card,0,14940.76,134466.87
Sep,Interest,6.05,0,134472.92
Oct,IMPS,55.79,0,134528.71
Nov,Bill,2166.2,0,136694.91
Dec,Debit Card,0,45564.97,91129.94
Jan,Transfer,0,91129.94,0
Feb,Cheque,958.97,0,958.97
Mar,Miscellaneous,0,319.66,639.31
Apr,Purchase,22951.2,0,23590.51
May,ATM,0,11795.26,11795.26
Jun,Interest,220986.16,0,232781.42
Jul,Cheque,19926,0,252707.42
Aug,Commission,3,0,252710.42
Sep,Transfer,0,252710.42,0
Oct,Debit Card,2.9,0,2.9
Nov,Miscellaneous,238994.8,0,238997.7
Dec,RTGS,0,23899.77,215097.93
Jan,Debit Card,131422.9,0,346520.83
Feb,Transfer,0,57753.47,288767.36
Mar,ATM,62120,0,350887.36
Apr,Purchase,4,0,350891.36
May,Bill,0,116963.79,233927.57
Jun,Debit Card,22741,0,256668.57
Jul,Commission,0,128334.29,128334.28
Aug,NEFT,0,128334.28,0
Sep,Purchase,9.14,0,9.14
Oct,Cash,0,3.05,6.09
Nov,IMPS,0,2.03,4.06
Dec,RTGS,0,0.45,3.61
Jan,Cash,0,0.45,3.16
Feb,Miscellaneous,0,1.58,1.58
Mar,Bill,1496.5,0,1498.08
Apr,Reversal,26277,0,27775.08
May,Interest,0,3086.12,24688.96
Jun,Bill,13409,0,38097.96
Jul,Debit Card,2316,0,40413.96
Aug,Transfer,0,6735.66,33678.3
Sep,Cash,3752.56,0,37430.86
Oct,Interest,6,0,37436.86
Nov,Purchase,12.6,0,37449.46
Dec,NEFT,9,0,37458.46
Jan,NEFT,0,5351.21,32107.25
Feb,IMPS,0,3567.47,28539.78
Mar,IMPS,19693.5,0,48233.28
Apr,Interest,85490.8,0,133724.08
May,Tax,0,33431.02,100293.06
Jun,Miscellaneous,0,100293.06,0
Jul,Debit Card,5,0,5
Aug,Bill,8619.65,0,8624.65
Sep,Miscellaneous,0,1232.09,7392.56
Oct,Commission,1200399.2,0,1207791.76
Nov,ATM,7,0,1207798.76
Dec,Bill,0,120779.88,1087018.88
Jan,Tax,0,120779.88,966239
Feb,Cash,16519.29,0,982758.29
Mar,Transfer,0,140394.04,842364.25
Apr,Purchase,0,120337.75,722026.5
May,Interest,0,144405.3,577621.2
Jun,ATM,0,64180.13,513441.07
Jul,Miscellaneous,8,0,513449.07
Aug,Interest,0,102689.81,410759.26
Sep,Debit Card,164996.06,0,575755.32
Oct,Miscellaneous,70,0,575825.32
Nov,NEFT,28703,0,604528.32
Dec,Interest,56.43,0,604584.75
Jan,Transfer,390,0,604974.75
Feb,Debit Card,0,302487.38,302487.38
Mar,ATM,15024,0,317511.38
Apr,Purchase,1.65,0,317513.03
May,Reversal,0,31751.3,285761.73
Jun,Interest,3,0,285764.73
Jul,Cheque,0,31751.64,254013.09
Aug,ATM,959.93,0,254973.02
Sep,NEFT,139282,0,394255.02
Oct,RTGS,1.84,0,394256.86
Nov,Miscellaneous,9,0,394265.86
Dec,Purchase,403.73,0,394669.59
Jan,Debit Card,1949,0,396618.59
Feb,IMPS,0,56659.8,339958.79
Mar,Miscellaneous,0,48565.54,291393.25
Apr,NEFT,0,97131.08,194262.17
May,IMPS,0,194262.17,0
Jun,NEFT,1.25,0,1.25
Jul,Debit Card,363.8,0,365.05
Aug,Commission,0,365.05,0
Sep,IMPS,0.21,0,0.21
Oct,Cash,0,0.04,0.17
Nov,Purchase,0,0.06,0.11
Dec,RTGS,2091655.75,0,2091655.86
Jan,NEFT,0,298807.98,1792847.88
Feb,Commission,5371.21,0,1798219.09
Mar,Debit Card,0,179821.91,1618397.18
Apr,NEFT,7.6,0,1618404.78
May,Cheque,188687.06,0,1807091.84
Jun,Commission,2034.9,0,1809126.74
Jul,Miscellaneous,0,904563.37,904563.37
Aug,Cash,0,90456.34,814107.03
Sep,IMPS,117.21,0,814224.24
Oct,Tax,0,101778.03,712446.21
Nov,Tax,0,71244.62,641201.59
Dec,Purchase,3844,0,645045.59
Jan,NEFT,58.3,0,645103.89
Feb,Reversal,0,71678.21,573425.68
Mar,IMPS,1114.62,0,574540.3
Apr,NEFT,0,287270.15,287270.15
May,Cheque,22703.6,0,309973.75
Jun,Commission,368.66,0,310342.41
Jul,Purchase,8,0,310350.41
Aug,Transfer,2200,0,312550.41
Sep,ATM,841,0,313391.41
Oct,Transfer,3730.1,0,317121.51
Nov,Debit Card,0,35235.72,281885.79
Dec,ATM,0,40269.4,241616.39
Jan,ATM,0,80538.8,161077.59
Feb,Debit Card,21.52,0,161099.11
Mar,Interest,34.8,0,161133.91
Apr,Commission,0,26855.65,134278.26
May,Debit Card,0,26855.65,107422.61
Jun,Reversal,0,26855.65,80566.96
Jul,Debit Card,0,11509.57,69057.39
Aug,Commission,0,6905.74,62151.65
Sep,Miscellaneous,0,12430.33,49721.32
Oct,Transfer,0,4972.13,44749.19
Nov,Commission,31,0,44780.19
Dec,Reversal,268498.75,0,313278.94
Jan,Miscellaneous,50,0,313328.94
Feb,RTGS,1969256,0,2282584.94
Mar,IMPS,0,228258.49,2054326.45
Apr,Interest,51.6,0,2054378.05
May,Cash,11435.5,0,2065813.55
Jun,Cheque,2700.2,0,2068513.75
Jul,ATM,213366.6,0,2281880.35
Aug,Tax,33.2,0,2281913.55
Sep,IMPS,1076262.5,0,3358176.05
Oct,Miscellaneous,0,335817.61,3022358.44
Nov,Miscellaneous,792448,0,3814806.44
Dec,Debit Card,267820,0,4082626.44
Jan,NEFT,3488,0,4086114.44
Feb,Cheque,0,4086114.44,0
Mar,Reversal,1768683,0,1768683
Apr,Reversal,674782.75,0,2443465.75
May,Purchase,72256,0,2515721.75
Jun,Interest,1416884,0,3932605.75
Jul,RTGS,1845238,0,5777843.75
Aug,Debit Card,60.39,0,5777904.14
Sep,NEFT,0,1925968.05,3851936.09
Oct,Debit Card,0,385193.61,3466742.48
Nov,Reversal,450.31,0,3467192.79
Dec,IMPS,0,866798.2,2600394.59
Jan,Cheque,0,260039.46,2340355.13
Feb,Tax,0,260039.46,2080315.67
Mar,Purchase,0,297187.95,1783127.72
Apr,IMPS,924.36,0,1784052.08
May,RTGS,1392621.5,0,3176673.58
Jun,Purchase,31,0,3176704.58
Jul,Bill,0,635340.92,2541363.66
Aug,ATM,5.7,0,2541369.36
Sep,RTGS,0,423561.56,2117807.8
Oct,Purchase,0,705935.93,1411871.87
Nov,NEFT,0,141187.19,1270684.68
Dec,Cash,0,635342.34,635342.34
Jan,Cheque,220608.44,0,855950.78
Feb,Miscellaneous,0,95105.64,760845.14
Mar,Bill,0,95105.64,665739.5
Apr,Reversal,0,95105.64,570633.86
May,Interest,0,95105.64,475528.22
Jun,Bill,0,475528.22,0
Jul,Commission,43,0,43
Aug,RTGS,0,4.78,38.22
Sep,Interest,6.06,0,44.28
Oct,Cheque,0,44.28,0
Nov,Interest,262.2,0,262.2
Dec,Miscellaneous,0,29.13,233.07
Jan,Transfer,0,46.61,186.46
Feb,IMPS,0,26.64,159.82
Mar,Bill,0,26.64,133.18
Apr,Interest,0,26.64,106.54
May,ATM,328,0,434.54
Jun,Cheque,368,0,802.54
Jul,ATM,1.25,0,803.79
Aug,NEFT,0,401.9,401.9
Sep,Tax,0,200.95,200.95
Oct,Cash,183430.3,0,183631.25
Nov,Purchase,0,18363.13,165268.12
Dec,Interest,1186767.75,0,1352035.87
Jan,Purchase,0,135203.59,1216832.28
Feb,ATM,244629,0,1461461.28
Mar,NEFT,131989.88,0,1593451.16
Apr,Cheque,0,318690.23,1274760.93
May,RTGS,50.29,0,1274811.22
Jun,Commission,18995,0,1293806.22
Jul,Cash,23.2,0,1293829.42
Aug,ATM,24555,0,1318384.42
Sep,Transfer,0,263676.88,1054707.54
Oct,Debit Card,0,131838.44,922869.1
Nov,Purchase,38.09,0,922907.19
Dec,Interest,0,307635.73,615271.46
Jan,NEFT,0,87895.92,527375.54
Feb,Tax,0,52737.55,474637.99
Mar,Purchase,0,67805.43,406832.56
Apr,ATM,0,40683.26,366149.3
May,ATM,10,0,366159.3
Jun,Bill,0,91539.83,274619.47
Jul,Miscellaneous,371.04,0,274990.51
Aug,Commission,2096142.75,0,2371133.26
Sep,NEFT,920236,0,3291369.26
Oct,RTGS,0,548561.54,2742807.72
Nov,RTGS,0,391829.67,2350978.05
Dec,Reversal,132108,0,2483086.05
Jan,Reversal,913.51,0,2483999.56
